order_id,order_date,order_ts,customer_id,country,category,amount
45,2025-02-12,2024-10-25 04:21:03,188327,Canada,Home,949.49
46,2023-03-22,2022-04-01 20:24:54,151829,India,Grocery,285.83
47,2025-04-11,2024-01-11 15:57:51,131820,UK,Electronics,4803.89
48,2022-06-14,2025-08-15 12:21:02,48713,USA,Apparel,3376.06
49,2023-04-27,2023-09-20 05:50:37,31428,Germany,Electronics,3096.91
50,2024-05-08,2024-10-18 04:38:52,153007,Singapore,Toys,1021.3
51,2023-10-06,2023-01-06 18:51:26,69630,Australia,Home,3358.45
52,2023-09-07,2023-12-12 06:34:03,82884,USA,Electronics,2291.43
53,2025-02-27,2022-06-05 07:34:16,19205,Germany,Toys,662.28
54,2023-12-16,2025-09-30 08:59:48,18034,Germany,Grocery,1424.94
55,2024-06-16,2025-07-19 04:15:53,142402,UAE,Electronics,3339.32
56,2025-02-09,2023-04-11 01:38:55,173904,USA,Home,1322.33
57,2022-08-08,2025-02-27 07:18:00,145025,UK,Toys,1408.78
58,2023-03-08,2025-01-19 18:31:17,89885,Germany,Toys,2527.05
59,2023-05-30,2025-11-07 09:23:26,13317,USA,Beauty,4146.74
60,2022-04-01,2022-01-06 12:11:34,87440,UK,Toys,807.91
61,2024-06-23,2024-05-07 00:08:12,184987,Australia,Electronics,559.37
62,2025-11-16,2025-11-05 04:53:59,39074,India,Grocery,2912.55
63,2022-10-31,2023-10-30 15:36:36,33410,India,Toys,1823.26
64,2022-03-23,2025-10-28 10:20:22,93798,Germany,Books,3334.67
65,2023-12-26,2025-04-26 20:50:29,146771,Australia,Home,4628.82
66,2023-04-30,2025-09-05 02:50:12,42599,UK,Beauty,123.93
67,2023-11-12,2025-04-30 09:28:57,107929,Germany,Toys,795.99
68,2025-12-07,2022-06-17 22:05:49,100282,India,Sports,1112.17
69,2024-07-31,2023-06-28 04:12:39,80004,Germany,Books,118.32
70,2023-01-31,2023-09-11 23:53:18,86052,UAE,Apparel,4834.45
71,2023-07-26,2023-06-30 11:40:35,168161,Australia,Grocery,4696.19
72,2022-08-25,2025-09-24 10:21:42,68476,UK,Toys,191.29
73,2025-05-06,2023-11-07 01:42:40,90620,Singapore,Beauty,3031.04
74,2024-11-13,2022-06-29 15:35:14,100977,Germany,Toys,221.93
75,2024-06-12,2022-01-03 15:03:19,136294,Germany,Grocery,2156.49
76,2025-09-22,2025-12-01 08:49:32,86560,Singapore,Apparel,3598.77
77,2023-09-08,2024-02-27 18:53:50,81078,Australia,Grocery,2012.0
78,2023-08-29,2024-05-11 05:59:43,33368,Germany,Beauty,3324.65
79,2024-02-16,2024-11-18 04:14:35,196119,UK,Toys,2030.38
80,2022-01-01,2023-04-18 01:16:45,75213,Germany,Beauty,3928.79
81,2025-05-27,2024-10-14 01:11:41,84476,Canada,Sports,2210.8
82,2023-03-14,2024-03-05 01:56:52,124043,UK,Apparel,1418.93
83,2025-09-21,2024-09-10 05:44:43,162336,Singapore,Apparel,4092.12
84,2023-04-27,2024-11-11 03:38:26,81375,Germany,Books,736.77
85,2022-04-05,2023-01-16 08:23:29,124555,USA,Sports,2072.21
86,2025-07-13,2024-06-13 06:34:00,50971,Australia,Sports,1998.26
87,2022-10-30,2024-10-16 03:36:55,180257,India,Apparel,3892.1
88,2023-03-25,2022-10-01 05:31:50,182430,Canada,Electronics,2787.03
89,2022-09-06,2023-12-11 02:07:49,34955,Canada,Grocery,4750.2
90,2024-06-25,2024-08-09 17:20:02,188554,Australia,Sports,4486.04
91,2024-08-30,2023-12-01 03:49:00,67946,Germany,Toys,3829.07
92,2024-12-03,2024-01-23 19:05:10,164299,Germany,Toys,2199.36
93,2023-08-09,2022-12-31 06:33:15,71229,Singapore,Grocery,4465.13
94,2022-06-15,2022-08-03 22:57:32,39540,Germany,Beauty,3469.75
95,2025-12-17,2022-11-29 08:44:29,16838,Australia,Beauty,1654.41
96,2024-08-12,2023-10-08 21:11:13,16323,Germany,Beauty,1947.38
97,2025-04-11,2024-12-16 10:58:35,5121,Australia,Sports,29.48
98,2023-12-22,2023-04-09 21:05:11,197519,Australia,Beauty,2691.1
99,2025-01-23,2025-05-27 13:14:48,158140,Germany,Sports,1097.11
100,2024-06-11,2024-01-25 10:02:45,7609,Australia,Grocery,3344.37
101,2024-04-08,2025-01-29 23:26:19,43266,Canada,Home,4903.61
102,2024-12-29,2022-02-11 21:22:55,103291,India,Apparel,3213.75
103,2022-10-05,2025-09-08 14:33:39,121032,UK,Electronics,1300.78
104,2023-11-02,2022-11-25 19:16:02,119197,Singapore,Grocery,3806.15
105,2024-02-16,2023-03-09 06:09:30,197135,Australia,Toys,4174.55
106,2024-08-21,2022-01-31 02:39:40,196353,India,Grocery,1121.11
107,2022-05-21,2025-04-28 14:28:44,170854,India,Electronics,4748.06
108,2023-02-13,2025-07-27 16:43:09,5343,UK,Books,631.1
109,2025-10-03,2022-06-27 16:44:51,147842,Germany,Sports,3497.32
110,2024-01-26,2022-09-18 15:37:57,158832,USA,Home,4823.6
111,2022-08-10,2024-06-17 22:55:50,6732,UAE,Beauty,1983.27
112,2023-02-11,2022-04-29 01:21:14,155215,Germany,Apparel,3485.97
113,2023-09-10,2025-08-13 21:13:46,179375,USA,Electronics,1736.02
114,2024-05-27,2024-10-24 15:18:11,97143,USA,Grocery,63.26
115,2024-05-10,2025-07-01 10:43:07,128504,USA,Beauty,4803.94
116,2025-07-25,2025-10-17 00:19:32,120518,UK,Beauty,880.68
117,2024-12-04,2024-10-07 10:48:36,70801,Canada,Sports,2177.87
118,2025-04-28,2023-02-21 22:30:39,84491,Germany,Apparel,1394.64
119,2024-07-12,2023-01-14 19:53:16,196733,Canada,Beauty,1681.98
120,2024-10-09,2025-08-14 21:49:16,85201,UK,Sports,1060.6
121,2023-06-14,2023-06-13 16:45:06,73311,UAE,Electronics,2583.14
122,2023-01-27,2022-05-13 23:52:57,63271,Australia,Sports,2775.88
123,2023-05-08,2024-12-08 19:46:56,124805,Canada,Sports,3964.66
124,2022-07-10,2023-04-03 01:53:51,58091,Australia,Books,1531.03
125,2025-04-06,2023-07-28 06:04:46,124063,Singapore,Beauty,4983.16
126,2025-02-01,2023-05-29 20:47:36,92226,Canada,Toys,1533.11
127,2023-04-18,2022-07-07 10:22:38,189081,Germany,Grocery,597.77
128,2025-01-02,2025-03-30 00:29:17,180923,UK,Books,1081.92
129,2024-09-18,2023-03-06 12:39:11,189946,UAE,Apparel,4163.14
130,2023-08-30,2022-12-20 09:11:13,94603,UK,Toys,70.74
131,2024-12-29,2022-07-16 15:21:17,71910,India,Electronics,2766.79
132,2025-11-29,2022-07-16 04:02:26,167214,Canada,Apparel,4363.6
133,2025-03-21,2023-03-18 16:56:18,123050,Canada,Sports,1703.53
134,2022-04-16,2023-01-28 05:04:35,125234,USA,Apparel,2003.54
135,2022-06-01,2024-06-15 08:54:28,165006,India,Home,745.99
136,2025-02-26,2023-04-17 23:48:32,22330,Germany,Apparel,2790.37
137,2024-05-02,2024-07-30 21:09:37,156272,Germany,Beauty,2252.57
138,2024-06-25,2023-04-07 22:07:41,154279,Australia,Toys,2843.15
139,2022-05-04,2024-08-05 00:41:15,194010,USA,Books,3127.58
140,2023-06-26,2024-10-22 22:32:44,21283,UK,Books,869.07
141,2022-06-03,2022-09-01 03:57:32,702,Australia,Sports,3446.86
142,2024-08-20,2023-03-29 10:56:00,8557,Germany,Toys,3534.78
143,2025-12-10,2025-08-28 08:27:42,119022,USA,Books,4619.56
144,2025-07-04,2024-07-05 04:56:58,173326,Germany,Beauty,573.88
145,2023-04-06,2024-10-03 01:34:21,39057,UAE,Home,357.05
146,2022-12-06,2025-05-16 07:20:05,80639,UAE,Sports,621.77
147,2025-11-11,2023-04-18 09:20:28,183431,Australia,Toys,2502.36
148,2024-10-08,2023-11-12 00:50:00,21088,India,Beauty,3672.67
149,2025-05-21,2023-01-24 22:23:31,6781,USA,Books,4809.56
150,2025-03-24,2024-07-01 01:31:45,5439,UAE,Electronics,3815.55
151,2022-12-25,2024-01-01 21:32:31,136044,Canada,Toys,907.45
152,2025-04-13,2023-11-09 02:58:12,166406,Canada,Apparel,2350.05
153,2024-04-16,2023-06-02 18:38:15,84164,USA,Home,1649.02
154,2025-11-21,2024-02-09 16:25:26,75555,Australia,Electronics,2274.13
155,2023-10-07,2023-01-28 02:06:40,84745,USA,Beauty,4324.55
156,2022-01-03,2024-10-18 15:21:22,142238,Canada,Beauty,271.02
157,2024-11-27,2023-07-17 00:06:43,163220,Canada,Sports,3799.95
158,2023-02-21,2023-02-19 20:34:41,143975,UK,Toys,2190.58
159,2025-12-01,2024-01-23 23:21:56,31832,India,Books,3548.91
160,2023-09-29,2024-05-05 16:46:00,3585,Australia,Apparel,1123.5
161,2022-08-21,2023-12-18 20:01:27,30794,UK,Sports,4663.27
162,2023-08-21,2024-03-01 12:07:25,184920,UAE,Beauty,4173.62
163,2024-08-25,2023-01-14 14:56:48,119744,UK,Beauty,953.05
164,2025-05-12,2024-02-29 12:35:37,195637,UK,Apparel,1381.24
165,2024-04-29,2023-06-12 23:28:02,133101,UAE,Electronics,1414.19
166,2023-09-04,2025-07-24 23:21:55,153863,Canada,Home,2232.74
167,2024-09-18,2023-06-21 03:09:11,87148,Australia,Sports,4664.26
168,2023-01-22,2024-12-19 12:37:34,62602,Australia,Books,4280.06
169,2024-04-21,2022-03-09 19:17:21,83409,Canada,Beauty,1930.39
170,2025-09-21,2025-05-15 22:34:36,170923,UK,Sports,4824.12
171,2022-09-16,2024-02-20 06:46:16,154713,Singapore,Apparel,4370.95
172,2024-06-20,2022-06-04 21:31:17,137875,Canada,Electronics,3612.22
173,2024-04-19,2025-09-14 22:44:04,171647,UK,Apparel,2347.45
174,2023-06-27,2023-06-10 22:28:39,163384,Australia,Apparel,4258.83
175,2025-10-13,2025-08-27 22:35:55,139886,Australia,Grocery,3134.0
176,2024-09-26,2025-09-17 04:47:46,141825,India,Apparel,1173.85
177,2025-11-02,2025-12-01 14:43:31,75335,Germany,Apparel,2169.86
178,2022-07-21,2025-03-27 04:38:12,166134,USA,Sports,831.82
179,2023-09-06,2025-11-04 10:05:25,7589,India,Grocery,3980.72
180,2023-08-24,2023-07-11 20:28:55,98263,Australia,Home,1220.99
181,2024-04-23,2024-05-29 03:19:38,178730,UK,Home,875.35
182,2025-06-02,2025-09-14 19:15:12,100282,Germany,Sports,4564.15
183,2022-10-21,2022-12-27 16:36:45,120888,UAE,Sports,1276.63
184,2022-01-20,2025-10-28 09:44:20,121964,UAE,Home,369.31
185,2023-12-09,2024-07-01 18:15:39,78422,Australia,Toys,2284.18
186,2023-09-11,2022-11-06 11:20:52,100846,Canada,Apparel,1186.03
187,2025-03-17,2023-07-12 14:58:02,150684,UAE,Toys,109.7
188,2025-09-10,2023-09-07 20:42:27,71954,India,Electronics,4553.08
189,2024-10-14,2025-07-17 18:29:04,75025,Germany,Grocery,1095.02
190,2023-01-25,2024-08-22 12:30:01,65701,UK,Apparel,4517.02
191,2025-08-16,2022-03-03 05:46:48,80985,Canada,Electronics,2897.87
192,2022-09-27,2022-05-21 00:24:56,77362,Singapore,Beauty,878.2
193,2022-09-28,2025-05-06 19:19:22,141403,Singapore,Toys,4152.36
194,2023-06-11,2025-11-20 22:12:53,126314,UAE,Grocery,4021.16
195,2024-08-17,2022-04-27 23:21:49,36899,Germany,Beauty,4836.35
196,2025-02-15,2023-07-23 05:04:56,23673,Australia,Electronics,1322.29
197,2022-09-11,2023-12-08 11:39:07,96623,UAE,Beauty,4112.09
198,2024-01-31,2022-06-18 07:26:07,176905,Germany,Sports,125.12
199,2025-02-23,2023-05-25 12:57:37,159930,Germany,Apparel,3177.02
200,2024-08-08,2025-11-13 16:25:42,183784,UAE,Beauty,583.38
201,2022-04-03,2022-02-27 19:22:07,79788,Canada,Apparel,485.96
202,2025-01-05,2022-07-30 17:55:20,101882,Canada,Grocery,3352.43
203,2025-11-27,2024-04-19 03:50:09,109872,UK,Beauty,3274.61
204,2024-09-29,2024-08-14 09:10:41,106986,UAE,Electronics,3451.4
205,2023-03-21,2023-11-20 18:31:10,116575,Germany,Grocery,496.77
206,2025-11-05,2023-07-25 15:14:23,142729,Singapore,Electronics,1990.7
207,2023-01-24,2022-07-09 18:26:39,119202,USA,Books,3208.52
208,2025-05-07,2022-02-03 04:15:49,13259,Singapore,Books,4944.1
209,2025-03-02,2022-11-15 18:37:06,17986,Germany,Books,4065.26
210,2023-04-23,2023-05-26 09:35:16,38681,India,Toys,4292.03
211,2022-10-24,2022-07-21 22:27:28,141615,UAE,Home,549.63
212,2022-02-22,2022-07-24 17:58:50,3896,Singapore,Books,2944.26
213,2022-02-02,2022-09-28 16:22:09,69565,India,Home,3708.59
214,2024-12-13,2022-06-26 13:09:11,195472,USA,Sports,2241.38
215,2024-01-12,2024-03-08 06:53:52,155626,USA,Sports,2519.19
216,2025-06-13,2022-03-09 08:45:56,190643,UAE,Sports,3216.7
217,2022-03-05,2022-04-05 11:44:07,125563,Australia,Beauty,3430.49
218,2024-10-01,2025-01-11 16:14:45,116278,USA,Apparel,1610.56
219,2022-10-31,2022-04-13 00:48:40,33081,UAE,Grocery,1904.52
220,2025-05-08,2024-04-04 04:35:33,77306,Canada,Beauty,495.89
221,2025-12-08,2022-06-27 17:39:56,171630,Germany,Beauty,2257.77
222,2023-04-13,2023-10-05 20:05:17,88849,Canada,Beauty,2079.95
223,2022-07-14,2023-05-01 12:38:49,111874,Singapore,Toys,1871.51
224,2022-11-09,2024-12-02 22:32:38,124327,USA,Apparel,4158.86
225,2022-07-10,2023-11-02 21:31:25,25314,Singapore,Home,2781.85
226,2025-04-16,2024-05-22 09:27:32,147242,Singapore,Apparel,2054.04
227,2025-09-24,2025-03-11 12:37:27,110871,India,Toys,3002.05
228,2023-12-22,2022-06-10 22:30:32,151498,Germany,Home,3283.68
229,2023-04-05,2025-08-09 04:41:45,28369,Singapore,Grocery,574.43
230,2023-07-25,2024-06-10 19:59:58,59287,Australia,Electronics,3044.97
231,2025-09-09,2025-07-12 12:32:22,181790,UAE,Electronics,902.08
232,2025-12-10,2025-03-30 08:41:13,80999,Singapore,Grocery,30.53
233,2022-10-21,2024-05-29 17:58:50,172319,Australia,Apparel,709.37
234,2025-07-20,2022-02-17 14:58:46,24054,Germany,Beauty,2099.16
235,2023-11-30,2022-09-02 12:38:35,97008,UAE,Grocery,3884.18
236,2025-03-08,2024-07-15 04:50:00,22271,India,Home,787.05
237,2025-06-19,2022-03-19 07:16:48,176677,USA,Toys,2215.56
238,2024-05-18,2024-01-25 10:46:50,159142,Canada,Beauty,1365.83
239,2024-11-15,2022-06-26 19:25:27,90485,Australia,Apparel,1416.23
240,2025-10-21,2024-07-10 09:38:51,127568,UAE,Electronics,1102.59
241,2025-05-12,2022-03-27 02:25:10,2016,Germany,Toys,4726.62
242,2022-10-09,2025-04-02 01:58:59,66983,UAE,Grocery,599.92
243,2024-10-15,2025-03-06 10:42:18,112894,UK,Home,1901.04
244,2025-12-12,2022-12-24 11:08:57,131141,Singapore,Apparel,1985.36
245,2022-03-28,2023-11-09 15:26:43,4913,Canada,Apparel,4310.55
246,2025-03-25,2023-10-29 20:52:41,150314,Australia,Beauty,1447.58
247,2024-04-09,2022-02-02 09:35:19,85137,UK,Sports,4160.13
248,2024-01-12,2022-05-17 21:43:12,114482,USA,Books,2178.38
249,2024-03-31,2024-03-24 22:44:22,20617,Australia,Toys,3729.02
250,2023-03-30,2023-06-02 09:41:53,44075,USA,Apparel,2653.02
251,2023-02-02,2025-11-08 07:14:50,91587,Singapore,Home,1181.34
252,2022-10-27,2023-02-02 15:11:13,51714,UK,Home,3801.08
253,2025-09-04,2022-04-28 01:22:25,46438,Canada,Sports,3772.23
254,2025-04-01,2023-11-29 08:24:03,178556,Singapore,Grocery,754.79
255,2022-05-20,2023-12-30 10:38:42,115923,UAE,Toys,2957.1
256,2023-12-22,2024-02-28 02:53:24,19449,UAE,Sports,2259.57
257,2022-04-27,2023-07-27 19:32:02,75256,USA,Apparel,3075.04
258,2024-11-04,2023-08-21 06:32:44,121298,India,Sports,4545.25
259,2025-03-16,2024-10-09 14:15:42,49346,Singapore,Sports,2506.84
260,2022-05-07,2023-12-01 20:43:08,27133,Singapore,Apparel,2522.75
261,2022-12-20,2022-03-02 19:19:27,64945,Canada,Sports,2620.34
262,2025-06-02,2022-09-04 14:29:15,95394,Singapore,Toys,1937.08
263,2023-11-24,2024-11-20 15:08:29,156733,India,Grocery,329.56
264,2022-07-13,2024-05-16 18:22:34,177834,Australia,Toys,1259.98
265,2025-09-06,2025-11-08 22:54:17,157995,UK,Grocery,407.51
266,2025-09-21,2022-08-08 16:49:55,91704,UAE,Beauty,644.76
267,2025-12-22,2025-12-28 03:15:24,22209,UAE,Beauty,3217.47
268,2023-11-04,2025-06-17 05:43:34,33501,USA,Beauty,2542.44
269,2022-02-07,2023-07-18 06:37:15,80968,UK,Books,1708.66
270,2024-09-22,2022-10-26 06:28:26,59387,UK,Home,385.83
271,2022-07-27,2024-02-28 16:02:39,141498,India,Grocery,4381.96
272,2025-06-19,2022-07-23 13:51:44,156565,Australia,Home,811.24
273,2025-11-19,2025-04-12 20:36:36,163772,UK,Sports,218.46
274,2024-01-17,2024-11-16 16:38:14,188636,Germany,Sports,3052.98
275,2024-07-08,2022-12-30 12:15:43,139988,Germany,Toys,4827.98
276,2024-08-18,2025-11-05 06:36:21,50861,Singapore,Sports,2308.4
277,2023-08-01,2025-04-23 18:34:00,100106,Australia,Home,4084.46
278,2025-05-23,2022-08-03 23:52:16,65537,India,Sports,4370.58
279,2025-02-09,2025-12-22 08:59:18,26894,USA,Toys,419.38
280,2022-11-25,2023-02-28 18:23:48,117787,UK,Beauty,458.57
281,2023-03-31,2025-06-22 16:54:15,118261,Singapore,Electronics,2074.48
282,2024-03-22,2024-02-19 20:10:54,98032,Germany,Beauty,4972.63
283,2024-02-07,2022-12-15 19:24:42,7390,Singapore,Apparel,4195.88
284,2025-08-24,2023-06-05 20:31:49,38286,UK,Electronics,1434.4
285,2024-08-25,2024-12-17 07:26:40,36384,Canada,Sports,3076.74
286,2022-06-12,2022-01-30 12:30:58,67089,Germany,Home,2744.02
287,2025-05-31,2024-03-30 20:44:52,110954,USA,Toys,1188.2
288,2022-09-07,2022-03-16 04:13:42,62506,Australia,Sports,314.04
289,2024-10-20,2024-07-16 00:02:38,140524,India,Books,3592.72
290,2023-08-20,2023-10-29 19:11:09,411,Singapore,Books,2853.32
291,2023-01-19,2024-10-29 01:33:26,175169,USA,Grocery,338.4
292,2024-12-13,2024-04-25 04:50:44,132993,India,Beauty,4366.66
293,2022-03-31,2024-09-14 11:31:29,101419,Singapore,Toys,3736.58
294,2024-01-02,2025-05-09 22:09:25,17711,Singapore,Books,3664.71
295,2025-07-10,2022-06-11 00:52:08,152543,Singapore,Home,221.68
296,2025-01-23,2023-06-10 21:57:23,168506,UK,Sports,4904.1
297,2024-09-07,2024-09-08 08:49:10,47784,UK,Apparel,3580.23
298,2024-07-26,2022-02-27 10:51:20,76925,Germany,Electronics,3955.55
299,2022-03-27,2023-05-06 06:15:53,81285,Australia,Sports,1266.57
300,2025-08-17,2022-10-24 20:51:08,75003,Singapore,Electronics,4328.99
301,2023-11-11,2023-03-01 10:15:12,32631,Singapore,Beauty,4447.43
302,2024-06-19,2025-10-21 18:30:11,101357,Singapore,Home,2481.02
303,2024-10-15,2023-07-25 15:41:09,136126,UAE,Apparel,3635.41
304,2022-06-11,2023-10-31 22:11:53,157930,UK,Toys,1606.06
305,2022-06-13,2023-05-25 09:44:24,173257,UAE,Toys,2229.58
306,2024-05-22,2022-09-16 20:58:02,180818,Canada,Grocery,2235.65
307,2023-12-24,2024-08-13 03:19:28,114018,UAE,Electronics,375.21
308,2025-07-29,2023-09-24 00:36:54,95240,UK,Electronics,713.9
309,2025-05-29,2024-11-19 08:59:07,114865,India,Home,336.17
310,2025-08-14,2023-07-24 01:42:55,94936,Australia,Electronics,3025.47
311,2025-10-22,2023-11-30 22:19:44,97247,Singapore,Sports,3815.42
312,2025-03-21,2022-08-02 21:38:44,138795,Singapore,Beauty,1571.93
313,2023-07-25,2023-01-23 18:11:48,29740,India,Home,2495.22
314,2024-03-03,2025-11-20 03:19:59,147240,USA,Toys,3874.82
315,2025-12-12,2023-11-25 06:16:03,56249,UAE,Sports,1000.89
316,2022-10-05,2025-08-17 19:40:07,19413,Canada,Home,4493.4
317,2024-06-30,2022-05-17 09:04:33,178764,Singapore,Grocery,3547.7
318,2025-01-31,2024-04-22 05:36:48,76117,UAE,Home,3559.05
319,2025-12-05,2024-09-17 15:10:48,45637,Singapore,Books,606.81
320,2023-02-16,2025-05-15 10:20:55,36406,Germany,Sports,131.42
321,2025-02-08,2024-06-08 00:02:53,96708,Canada,Home,3059.74
322,2022-06-26,2022-04-13 03:16:01,81079,Australia,Sports,2628.48
323,2024-04-18,2025-07-03 00:19:03,150707,USA,Home,4861.9
324,2025-08-08,2022-04-26 05:04:20,117959,Canada,Grocery,641.67
325,2025-02-03,2024-09-20 21:14:47,154085,UK,Home,2163.09
326,2022-04-24,2025-07-15 12:29:45,32549,UK,Toys,823.29
327,2023-10-23,2025-12-23 01:33:08,185948,Germany,Grocery,4737.42
328,2024-11-28,2025-10-22 05:15:23,74462,USA,Toys,981.51
329,2025-02-02,2023-03-03 08:16:34,32813,UAE,Apparel,2512.87
330,2022-12-12,2024-07-08 08:13:04,152213,UK,Home,3293.66
331,2025-05-24,2023-06-09 11:22:13,147750,India,Electronics,406.11
332,2025-08-06,2025-04-12 17:47:50,151198,UAE,Books,3834.8
333,2024-05-03,2024-08-18 04:45:08,167508,India,Sports,4444.98
334,2025-01-22,2023-03-26 23:44:31,168273,UAE,Sports,1224.39
335,2025-11-03,2023-09-23 20:13:36,77971,Canada,Apparel,3443.07
336,2022-11-20,2023-11-14 21:40:51,108953,Canada,Sports,1020.12
337,2025-05-27,2022-08-12 04:21:25,81942,Singapore,Grocery,4876.87
338,2022-09-25,2025-03-27 15:38:47,97135,USA,Grocery,1208.69
339,2022-09-08,2023-02-20 12:04:00,117859,Germany,Home,484.06
340,2023-08-18,2023-08-20 18:08:37,161318,Australia,Books,4813.43
341,2022-11-24,2025-06-17 16:39:08,85836,Singapore,Books,3815.61
342,2024-10-17,2024-03-10 14:19:58,122373,Canada,Toys,2486.85
343,2022-07-04,2023-09-03 21:07:52,132500,Canada,Books,1075.72
344,2023-12-24,2022-03-17 14:06:24,13249,UAE,Sports,2987.59
345,2025-09-01,2024-11-10 17:23:07,123362,UAE,Electronics,4235.86
346,2024-06-01,2022-07-28 01:27:23,69330,Singapore,Beauty,1829.69
347,2024-03-31,2022-03-21 11:17:48,149496,Germany,Grocery,2766.11
348,2022-05-31,2023-08-24 04:07:41,132188,Canada,Toys,4126.56
349,2025-06-30,2024-11-22 23:05:59,160182,USA,Home,4875.41
350,2024-03-17,2023-08-03 17:50:32,88890,Singapore,Home,995.29
351,2024-11-08,2023-09-16 12:47:42,131093,India,Electronics,194.57
352,2023-11-14,2025-06-02 22:01:10,124190,Canada,Home,3031.3
353,2024-11-21,2022-08-06 03:24:46,85975,Singapore,Home,1964.77
354,2025-06-16,2025-02-22 11:49:24,78443,Singapore,Sports,3543.7
355,2023-09-06,2024-01-08 17:16:45,4362,Singapore,Grocery,3369.03
356,2024-05-03,2024-06-25 17:59:35,80656,India,Sports,1327.65
357,2025-09-04,2025-05-01 04:46:34,151644,Germany,Electronics,2917.62
358,2022-12-16,2024-03-25 08:47:52,164896,Australia,Home,4108.31
359,2023-05-12,2022-02-19 01:02:02,150096,USA,Books,94.69
360,2023-10-05,2023-10-13 13:15:40,39697,Australia,Books,2051.89
361,2025-06-06,2025-11-30 23:30:30,123629,India,Home,2593.42
362,2025-02-22,2023-05-20 22:43:29,173599,Canada,Beauty,1568.76
363,2022-12-21,2023-12-16 01:29:54,139757,Singapore,Grocery,3379.34
364,2025-10-26,2024-09-26 08:18:05,181748,UAE,Sports,961.32
365,2023-05-20,2023-03-10 10:06:44,146300,UAE,Books,4707.43
366,2023-09-02,2025-04-12 23:27:38,75761,Germany,Sports,1585.2
367,2023-12-16,2024-05-20 16:29:30,189180,UAE,Toys,609.37
368,2025-10-17,2024-04-23 19:37:25,99535,Australia,Grocery,4773.04
369,2022-10-27,2023-03-28 04:51:35,11028,UAE,Apparel,1731.82
